name,funding_total_usd,status,country_code,funding_rounds,Industry_Group,time_between_first_last_funding,days_in_business
auctionPAL,2400000,operating,USA,1,Commerce and Shopping,0,4015
AuctionPay,5500000,acquired,USA,1,Other,0,5111
Auctomatic,400000,acquired,USA,2,Commerce and Shopping,0,3285
Audacious,163406,operating,Other,1,Internet Services,0,1604
Audaster,30000,operating,Other,1,Mobile,0,1015
Audax Health Solutions,55894778,operating,USA,3,Health Care,880,2189
Audax Medical,687500,operating,USA,2,Software,15,2554
Audemat,3030000,operating,Other,1,Software,0,3295
Audentes Therapeutics,72500000,operating,USA,2,Biotechnology,502,1093
Audiam,2543049,operating,Other,3,Content and Publishing,287,880
Audibase,12158,operating,Other,2,Content and Publishing,93,1050
Audible Magic,1280000,operating,USA,1,Software,0,6207
Audicus,1574000,operating,USA,1,Health Care,0,1824
Audience,15000000,operating,Other,1,Advertising,0,5660
AudiencePoint,3560000,operating,USA,4,Software,1297,2189
AudienceScience,56546875,operating,USA,4,Media and Entertainment,2671,4746
Audigence,9500000,operating,USA,1,Biotechnology,0,3285
Audinate,7710000,operating,Other,2,Internet Services,590,2759
Audingo,100000,operating,USA,1,Software,0,1885
Audio Network,470945,operating,Other,4,Gaming,4387,5273
Audioair,2450000,operating,USA,1,Information Technology,0,1759
AudioBoo,5568600,acquired,Other,1,Mobile,0,2554
AudioCaseFiles,250000,acquired,USA,1,Professional Services,0,3619
AudioCompass,400000,operating,Other,1,Media and Entertainment,0,2554
Audiodraft,400000,operating,USA,1,Media and Entertainment,0,2189
AudioEye,4346500,operating,USA,3,Software,423,4746
Audiolife,4500000,acquired,USA,2,Commerce and Shopping,761,2903
AudioMicro,1250000,operating,USA,2,Gaming,834,2776
Audioms,100000,operating,Other,1,Other,0,728
AudioName,85000,operating,USA,2,Community and Lifestyle,169,1734
AudioPixels,4000000,operating,Other,1,Advertising,0,3199
AudioSnaps,51295,operating,Other,2,Mobile,260,1459
Audiosocket,3482300,operating,USA,4,Media and Entertainment,1948,2799
AudioTag,330000,operating,USA,1,Advertising,0,1673
Audiotoniq,1450000,operating,USA,1,Software,0,2554
AudioTrip,250000,operating,Other,1,Travel and Tourism,0,771
AudiSoft Group,5530000,operating,Other,1,Information Technology,0,2189
AuditFile,3000000,operating,USA,2,Financial Services,371,1824
Auditude,30426151,acquired,USA,4,Other,1146,6207
Audium Semiconductor,8500000,closed,Other,1,Media and Entertainment,0,3042
Augmate,2800000,operating,USA,3,Software,128,882
Augmedix,7300000,operating,USA,1,Health Care,0,1459
Augmenix,20900000,operating,USA,4,Health Care,1826,2920
Augment,1800000,operating,Other,2,Mobile,394,1551
Augmentation Industries,3573365,operating,Other,3,Transportation,438,1368
Augmented Pixels CO,500000,operating,USA,1,Software,0,2130
Augmentix,8590000,operating,USA,1,Software,0,4746
Augmentra,1334600,operating,Other,3,Other,743,3650
AugmentWare,90000,closed,USA,2,Professional Services,92,2974
Augmi Labs,40000,operating,USA,1,Science and Engineering,0,1459
Augur,118000,operating,Other,1,Commerce and Shopping,0,961
Augure,18832400,operating,Other,3,Software,1322,5111
August,10000000,operating,USA,2,Real Estate,322,1093
Augustine Temperature Management,3256505,operating,USA,4,Biotechnology,1700,2920
Augustus Energy Partners,96700000,operating,USA,1,Information Technology,0,3650
Aujas Networks,11000000,operating,Other,3,Privacy and Security,2145,2920
AUM Cardiovascular,456000,operating,USA,1,Biotechnology,0,2554
Aumentality.cl,40000,operating,Other,1,Advertising,0,1824
Aunalytics,820000,operating,USA,1,Other,0,1824
Aunt Bertha,1000000,operating,USA,1,Software,0,2189
Aunt Group,1162364,operating,Other,3,Mobile,102,912
Aunt Kitchen,162364,operating,Other,1,Commerce and Shopping,0,1093
Aupix,270000,operating,Other,1,Information Technology,0,3771
Aura Biosciences,12961728,operating,USA,5,Biotechnology,1444,3285
Aurality,300000,closed,USA,1,Media and Entertainment,0,1734
Auramist,7988000,operating,USA,4,Internet Services,583,1307
AuraSense Therapeutics,21455000,operating,USA,4,Biotechnology,1659,2554
Aureliant,450000,operating,Other,2,Platforms,366,2920
Aureon Laboratories,38331503,closed,Other,6,Biotechnology,783,2336
Aureus Analytics,850000,operating,Other,1,Apps,0,958
Aurfy,1250000,operating,USA,1,Commerce and Shopping,0,728
Aurigo Software,6320281,operating,USA,1,Software,0,4746
Auris Medical,60680000,operating,Other,2,Health Care,1887,4656
Auris Surgical Robotics,34502390,operating,USA,2,Biotechnology,1761,3285
Auro Mira Energy,21000000,operating,Other,1,Information Technology,0,1919
Aurora Biofuels,101718192,operating,USA,7,Information Technology,2259,3285
Aurora Feint,7660000,closed,USA,2,Gaming,252,2920
Aurora Pharmaceutical,5045000,operating,USA,1,Biotechnology,0,2554
Aurora Spectral Technologies,1132500,operating,USA,2,Biotechnology,262,2189
Aurrion,11499995,operating,USA,1,Advertising,0,3285
AURSOS,560000,operating,USA,1,Biotechnology,0,2801
Aushon BioSystems,7500000,operating,USA,2,Biotechnology,278,1470
Auspex Pharmaceuticals,98817742,operating,USA,10,Health Care,1692,5476
Auspherix,1855753,operating,Other,2,Health Care,324,757
Ausra,123300000,closed,USA,4,Energy,599,3042
Austhink Software,3770000,operating,Other,1,Software,0,4381
Austin Logistics Incorporated,8000000,operating,USA,1,Other,0,8764
Austin-Tetra,3500000,acquired,USA,1,Professional Services,0,8398
Austral 3D,40000,operating,Other,1,Gaming,0,1093
Australian American Mining Corporation,10000000,operating,Other,1,Manufacturing,0,827
Australian Credit and Finance,7817974,operating,Other,4,Real Estate,730,1172
AutekBio,2100000,operating,USA,2,Health Care,76,3067
Auterra,2056426,operating,USA,3,Information Technology,2390,4746
Auth0,2400000,operating,USA,1,Privacy and Security,0,1062
Authentic Response,3073977,operating,USA,2,Software,341,6572
Authenticlick,5000000,closed,USA,1,Other,0,3799
Authentium,21000000,operating,USA,2,Software,341,6207
Authentix,18722511,operating,USA,4,Privacy and Security,1119,2336
Authernative,2500000,operating,USA,1,Software,0,5842
Authix Tecnologies,1595790,closed,Other,2,Privacy and Security,245,2738
AuthorBee,750000,operating,USA,1,Advertising,0,1124
Authorea,643000,operating,USA,2,Biotechnology,16,1307
authorGEN,8700000,operating,USA,2,Software,283,3872
AuthorityLabs,15000,operating,Other,1,Data and Analytics,0,2655
Authorly,640000,operating,USA,3,Content and Publishing,457,1428
authorSTREAM.com,5000000,operating,Other,1,Internet Services,0,3165
Authy,3750000,operating,USA,2,Privacy and Security,768,1455
Autifony Therapeutics,11933015,operating,Other,2,Biotechnology,1017,1824
Autism Home Support Services,3550000,operating,USA,1,Administrative Services,0,2554
Auto Load Logic,250000,operating,USA,1,Community and Lifestyle,0,2163
Auto Mute,10000,operating,Other,1,Real Estate,0,2251
AutoBike,573000,operating,USA,6,Hardware,579,1824
Autobook Now,3000000,operating,USA,1,Transportation,0,2553
Autobutler,7894342,operating,Other,2,Professional Services,620,2096
Autocosta,1100000,operating,Other,1,Internet Services,0,1368
AutoeBid,234665,operating,Other,1,Transportation,0,4400
AutoESL,2000006,operating,USA,1,Software,0,3650
AUTOFACT,40000,operating,Other,1,Transportation,0,1148
Autogeneration Marketing,20000,operating,Other,1,Transportation,0,604
AutoGenomics,55153254,operating,USA,5,Biotechnology,4089,6207
AutoGnomics,100000,operating,USA,1,Software,0,7303
autoGraph,4700000,operating,USA,3,Mobile,387,1745
Autogrid,21750000,operating,USA,2,Other,455,1824
Autology World,1585972,operating,Other,2,Education,308,1629
Automated Insights,10800000,operating,USA,3,Transportation,1429,3134
Automation Alley,5000000,operating,USA,1,Manufacturing,0,6207
Automattic,317300000,operating,USA,5,Software,3138,3834
AutoMedx,150000,operating,USA,1,Biotechnology,0,4381
Automile,350000,operating,Other,1,Consumer Goods,0,1093
AutoMoneyBack,200000,operating,Other,1,Other,0,2189
Automsoft,10774916,operating,Other,3,Other,1947,6937
AutoNavi,40000000,acquired,Other,1,Software,0,3377
Autonet Mobile,14562487,operating,USA,3,Internet Services,720,4015
Autoniq,250000,operating,USA,1,Transportation,0,2920
Autonomic Networks,26000000,closed,Other,1,Privacy and Security,0,3724
Autonomic Technologies,55000000,operating,USA,3,Health Care,1366,3285
Autopilot,10200000,operating,USA,2,Internet Services,718,1307
Autopilot (formerly Bislr),16499999,operating,USA,4,Software,901,1824
Autoquake,53615099,operating,Other,7,Professional Services,1347,3797
AutoRealty,300000,operating,USA,1,Software,0,9129
AutoRef.com,875000,closed,USA,2,Internet Services,288,1828
AutoShag,50000,operating,USA,1,Commerce and Shopping,0,1824
AutoSpot,3600000,operating,Other,2,Commerce and Shopping,402,1093
Autosprite,50000,operating,Other,1,Consumer Goods,0,1510
Autotask,6000000,acquired,USA,1,Software,0,5476
Autotether,505000,operating,USA,1,Manufacturing,0,1451
AutoUncle,19311,operating,Other,1,Consumer Goods,0,1941
AutoVirt,24300000,closed,USA,7,Software,1604,3285
"AutoWeb, Inc.",2500000,operating,USA,1,Transportation,0,850
Auvik Networks,6000000,operating,Other,1,Information Technology,0,1520
Auvitek International,9000000,closed,USA,1,Advertising,0,4321
Auxmoney,28000000,operating,Other,2,Financial Services,427,3285
Auxogyn,44025440,operating,USA,4,Health Care,592,2920
AVA Solar,104000000,closed,USA,1,Information Technology,0,2679
AVA.ai,16000000,operating,USA,1,Professional Services,0,3285
Avaak,17000000,acquired,USA,2,Mobile,535,4381
Avaamo,6300000,operating,USA,1,Mobile,0,648
Avadhi Finance and Technology,2672532,operating,USA,1,Financial Services,0,2428
Availendar,50000,operating,USA,1,Software,0,881
Availigent,12200000,operating,USA,1,Software,0,6572
Availink,25200000,operating,Other,3,Advertising,1219,4015
AvaLAN Wireless Systems,1100000,operating,USA,2,Hardware,731,4381
Avalanche Biotech,70653885,operating,USA,3,Biotechnology,285,3650
Avalanche Technology,59450000,operating,USA,5,Hardware,2008,3650
Avalara,181625355,operating,USA,6,Financial Services,1628,4381
Avalign Technologies Holdings,31350293,operating,USA,1,Manufacturing,0,2427
Avalon Clones,3000000,operating,USA,1,Software,0,920
Avalon Health Management,933798,operating,USA,1,Health Care,0,1093
Avalon Healthcare Holdings,4860000,operating,USA,1,Health Care,0,4381
Avalon Pharmaceuticals,237338,operating,USA,1,Health Care,0,6207
Avalon Solutions Group,612500,operating,USA,1,Software,0,1459
Avance Pay,2100000,operating,Other,1,Financial Services,0,1824
Avancen MOD,1643849,operating,USA,1,Biotechnology,0,3285
Avancert,10000,operating,Other,1,Software,0,2175
Avanco Resources,23000000,operating,Other,1,Natural Resources,0,594
Avangate BV,7500000,acquired,USA,2,Commerce and Shopping,1773,3650
Avanse Financial Services,2300000,operating,Other,1,Education,0,1154
Avansera,106000,operating,Other,1,Other,0,1062
Avant Healthcare Professionals,125000,operating,USA,1,Biotechnology,0,4746
AvantBio,300000,operating,USA,1,Biotechnology,0,1834
AvantCredit,509000000,operating,USA,6,Financial Services,470,1154
Avantha,150000000,operating,Other,1,Software,0,744
Avantis Medical Systems,49761910,operating,USA,10,Health Care,2632,4381
Avantium Technologies,111900000,operating,Other,3,Information Technology,2045,5842
Avantra Biosciences,15008402,closed,USA,2,Biotechnology,415,2189
AvaSure Holdings,552300,operating,USA,1,Health Care,0,2920
Avatar Reality,4200000,operating,USA,1,Gaming,0,2107
Avatrip,275000,operating,Other,2,Media and Entertainment,304,1428
Avaxia Biologics,26512137,operating,USA,11,Biotechnology,1070,4015
Avaz,550000,operating,Other,1,Biotechnology,0,2554
Avazu Inc,48000000,operating,Other,1,Mobile,0,2281
Avectra,26500000,operating,USA,1,Software,0,8033
Avedro,104300002,operating,USA,7,Health Care,2030,3285
Avega Systems,9500000,closed,USA,2,Software,1018,4015
Avegant,12730397,operating,USA,3,Software,361,1215
Aveillant,21009963,operating,Other,3,Professional Services,771,1551
Aveksa,28000000,acquired,USA,3,Software,987,4381
Avelas Biosciences,21850000,operating,USA,3,Biotechnology,643,1119
avelisbiotech.com,250000,operating,USA,1,Biotechnology,0,3285
Avenace Incorporated,125000,operating,USA,2,Mobile,489,2189
Avenal Community Health Center,650000,operating,USA,1,Health Care,0,779
Avenda Systems,5000000,acquired,USA,1,Privacy and Security,0,3650
Avenida,20500000,operating,Other,2,Commerce and Shopping,367,912
Avenir Medical,3938578,operating,Other,2,Biotechnology,526,2189
Aventa Technologies,1000000,closed,USA,1,Manufacturing,0,1459
Aventeon,5000000,operating,Other,1,Mobile,0,5842
Aventine Renewable Energy Holdings,40000000,operating,USA,1,Energy,0,468
Aventones,440000,operating,Other,3,Travel and Tourism,882,1902
Aventura,22349780,operating,USA,8,Software,1770,3285
AVentures Capital,1000000,operating,Other,2,Internet Services,600,8033
Avenue Right,1131250,operating,USA,1,Advertising,0,2920
AVEO Pharmaceuticals,113249997,operating,USA,4,Health Care,679,1459
AvePoint,90000000,operating,USA,2,Software,2713,5476
Aver Informatics,10975000,operating,USA,4,Health Care,1308,2035
Averail,6250000,acquired,USA,2,Mobile,238,1824
Avere Systems,57000000,operating,USA,3,Internet Services,1435,2920
Aveso,13940000,operating,USA,3,Software,1379,3355
Avesthagen,5530000,operating,Other,1,Biotechnology,0,3159
AVG Technologies,252000000,acquired,USA,2,Software,1403,4015
Avhana Health,50000,operating,USA,1,Health Care,0,728
AVIA,6000000,operating,USA,2,Health Care,448,1459
Aviacode,5000000,operating,USA,2,Software,603,6207
Aviacomm,500000,operating,USA,1,Advertising,0,2554
AviantLogic,300000,operating,USA,1,Content and Publishing,0,842
Aviary,19044025,acquired,USA,4,Advertising,2545,3285
Aviasales,10000000,operating,Other,1,Internet Services,0,2221
Aviate,1800000,acquired,USA,1,Software,0,1520
AVIcode,1000000,acquired,USA,1,Software,0,2554
Avid Radiopharmaceuticals,69900000,acquired,USA,4,Biotechnology,1577,4015
Avidbank Holdings,16000000,operating,USA,1,Financial Services,0,4746
AvidBiotics,3694301,operating,USA,3,Biotechnology,2507,2975
Avidbots,25000,operating,Other,1,Software,0,728
Avidia,72300000,acquired,USA,2,Biotechnology,368,4746
Avidity NanoMedicines,15067850,operating,USA,2,Biotechnology,231,1459
AvidRetail,30000,operating,Other,1,Software,0,1154
Avieon,750000,closed,USA,1,Media and Entertainment,0,3942
Aviga Systems,750000,closed,USA,1,Software,0,2768
Aviir,70930000,operating,USA,14,Biotechnology,2432,4015
Avila Therapeutics,31500000,acquired,USA,3,Biotechnology,981,3650
Avimoto,350000,operating,Other,1,Media and Entertainment,0,1066
Avincel Consulting,600000,operating,USA,1,Professional Services,0,1459
aVinci Media,1552627,operating,USA,2,Software,13,4746
Avinger,125796572,operating,USA,5,Health Care,1343,3285
Avior Computing,2740000,operating,USA,1,Software,0,1944
Avisena,2500000,acquired,USA,1,Software,0,5476
"Aviso, Inc.",8000000,operating,USA,1,Other,0,1399
Avista,3200000,operating,USA,1,Information Technology,0,540
Avistar Communications,3000000,operating,USA,1,Software,0,7668
Avitide,3435003,operating,USA,1,Biotechnology,0,1459
Avito.ru,142000000,operating,Other,3,Advertising,652,2920
Avitus Orthopaedics,350000,operating,USA,1,Health Care,0,1824
Avizorex Pharma,3170201,operating,Other,1,Consumer Electronics,0,1093
Avnera,77447377,operating,USA,9,Hardware,3177,4381
AVOB,3947600,operating,Other,2,Software,718,2554
Avocado Entertainment,1500000,operating,Other,2,Community and Lifestyle,490,3619
Avocado,2150000,operating,USA,2,Software,543,1428
avocarrot,161671,operating,Other,1,Mobile,0,1459
Avogy,40000000,operating,USA,1,Advertising,0,2189
Avokia,6430000,closed,Other,1,Software,0,5842
Avolent,9000000,operating,USA,1,Software,0,7668
Avosoft,100000,operating,USA,1,Financial Services,0,2099
Avotronics Powertrain,565000,operating,USA,1,Transportation,0,1824
avox,500000,operating,Other,1,Information Technology,0,1034
Avraham Pharmaceuticals,22200000,operating,Other,4,Biotechnology,1527,1996
Avrio Solutions Company Limited,41250,operating,Other,1,Consumer Electronics,0,912
Avro Technologies,75000,operating,Other,1,Information Technology,0,1532
Avrupa Minerals,1100000,operating,Other,1,Natural Resources,0,2920
AVST,6594387,operating,USA,3,Messaging and Telecommunication,914,4503
AVTherapeutics,660000,operating,USA,1,Biotechnology,0,729
Avuba,569299,operating,Other,2,Financial Services,266,1093
Avuxi,19299,operating,Other,1,Food and Beverage,0,1428
Avvasi Inc.,14037121,operating,Other,1,Media and Entertainment,0,2874
avVenta,20000000,acquired,USA,1,Advertising,0,4015
Avvenu,1500000,acquired,USA,1,Internet Services,0,3499
Avvio,5595076,operating,Other,1,Software,0,421
Avvo,60500000,operating,USA,4,Commerce and Shopping,3026,3134
AW-Energy,19427954,operating,Other,2,Energy,3911,5111
AWAK,6000000,operating,Other,1,Health Care,0,3285
AwarenessHub,21948190,operating,USA,4,Software,1803,728
Awarepoint,60000000,operating,USA,4,Software,838,5111
AwayFind,800000,operating,USA,4,Internet Services,1198,2920
Awdio,1955250,operating,Other,1,Content and Publishing,0,3285
awe.sm,5250000,acquired,USA,2,Other,365,2518
Awear,550000,operating,USA,1,Mobile,0,441
AwesomenessTV,3500000,acquired,USA,1,Gaming,0,1287
AwesomePiece,860772,operating,Other,1,Gaming,0,2008
AwesomeTouch,59700,acquired,USA,4,Software,397,1983
awesomize.me,50000,operating,USA,1,Community and Lifestyle,0,1878
aWhere,13750000,operating,USA,3,Software,1637,3285
AWID,2000000,operating,USA,1,Mobile,0,6937
AWOO LLC.,500000,operating,Other,1,Clothing and Apparel,0,1246
AwoX,5070000,operating,Other,1,Software,0,4746
AWR Corporation,6400000,acquired,USA,1,Software,0,7830
Axceler,12000000,operating,USA,1,Software,0,8033
